epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,5748.21,0.89491,0.54669,1.10633,0.96974,0.96649,0.9881,0.79689,0.79842,0.36325,1.08681,0.009208,0.009208,0.009208
122,5795.85,0.89734,0.54315,1.11158,0.96936,0.96677,0.98808,0.7971,0.79795,0.36311,1.08643,0.0092014,0.0092014,0.0092014
123,5843.09,0.89491,0.53776,1.1064,0.96905,0.96652,0.98803,0.79739,0.79763,0.36303,1.08612,0.0091948,0.0091948,0.0091948
124,5890.4,0.8944,0.53783,1.1083,0.96847,0.96776,0.98813,0.79761,0.7975,0.36291,1.08589,0.0091882,0.0091882,0.0091882
125,5937.92,0.89698,0.54017,1.1121,0.96832,0.96887,0.98813,0.79723,0.79721,0.36303,1.08568,0.0091816,0.0091816,0.0091816
126,5985.25,0.90237,0.544,1.1139,0.96748,0.96905,0.98815,0.79748,0.79703,0.36268,1.08555,0.009175,0.009175,0.009175
127,6032.55,0.89909,0.54002,1.10732,0.96759,0.96792,0.9881,0.79752,0.79681,0.36282,1.08532,0.0091684,0.0091684,0.0091684
128,6080.14,0.89101,0.53796,1.11201,0.96841,0.96649,0.98813,0.79749,0.79654,0.36283,1.08515,0.0091618,0.0091618,0.0091618
129,6127.45,0.89283,0.53776,1.1105,0.9693,0.96603,0.98813,0.79797,0.79646,0.3627,1.08497,0.0091552,0.0091552,0.0091552
130,6174.72,0.891,0.53389,1.10563,0.96894,0.96648,0.98817,0.79735,0.7963,0.36249,1.08479,0.0091486,0.0091486,0.0091486
131,6222.12,0.88844,0.53459,1.10495,0.96871,0.96632,0.98818,0.79776,0.7962,0.36226,1.0846,0.009142,0.009142,0.009142
132,6269.53,0.8891,0.5327,1.10281,0.96635,0.96887,0.98818,0.79782,0.79608,0.36227,1.08461,0.0091354,0.0091354,0.0091354
133,6316.8,0.89267,0.53177,1.1039,0.96926,0.96745,0.98834,0.79829,0.79584,0.36193,1.08444,0.0091288,0.0091288,0.0091288
134,6364.26,0.88776,0.52915,1.1041,0.96938,0.96738,0.98833,0.79812,0.79585,0.36164,1.08436,0.0091222,0.0091222,0.0091222
135,6411.67,0.88865,0.53378,1.10254,0.9695,0.96753,0.98834,0.79831,0.79542,0.36161,1.08418,0.0091156,0.0091156,0.0091156
136,6458.94,0.89164,0.52786,1.10301,0.97022,0.96621,0.98832,0.79832,0.79505,0.36159,1.08391,0.009109,0.009109,0.009109
137,6506.38,0.88744,0.53409,1.10427,0.97033,0.96643,0.98836,0.7982,0.79484,0.36142,1.08367,0.0091024,0.0091024,0.0091024
138,6553.86,0.88376,0.53289,1.10783,0.97109,0.9655,0.98825,0.79842,0.79481,0.3612,1.08364,0.0090958,0.0090958,0.0090958
139,6601.03,0.88959,0.52994,1.10307,0.97035,0.96511,0.98823,0.79823,0.79491,0.36087,1.08361,0.0090892,0.0090892,0.0090892
140,6648.58,0.8897,0.52879,1.10342,0.97039,0.96581,0.98827,0.79825,0.79481,0.36066,1.08361,0.0090826,0.0090826,0.0090826
141,6696.05,0.88557,0.52003,1.09899,0.97021,0.96539,0.98833,0.79843,0.7944,0.36046,1.08355,0.009076,0.009076,0.009076
142,6743.58,0.89088,0.53075,1.10273,0.96991,0.96598,0.98832,0.79879,0.7943,0.36025,1.08354,0.0090694,0.0090694,0.0090694
143,6791.02,0.88811,0.52948,1.10043,0.97032,0.96626,0.98841,0.79876,0.79431,0.36013,1.08342,0.0090628,0.0090628,0.0090628
144,6838.5,0.88943,0.52653,1.10282,0.97029,0.96634,0.98841,0.79921,0.79409,0.35978,1.08321,0.0090562,0.0090562,0.0090562
145,6886,0.88159,0.52566,1.10089,0.96973,0.96684,0.98844,0.79915,0.79403,0.35969,1.08309,0.0090496,0.0090496,0.0090496
